Date,NPS Latvia,NPS Lithuania,NPS Finland,NPS Estonia
2022-01-01 00:00:00,57.98,57.98,29.76,57.98
2022-01-01 01:00:00,50.05,50.05,46.6,50.05
2022-01-01 02:00:00,41.33,41.33,41.33,41.33
2022-01-01 03:00:00,42.18,42.18,42.18,42.18
2022-01-01 04:00:00,44.37,44.37,44.37,44.37
2022-01-01 05:00:00,37.67,37.67,37.67,37.67
2022-01-01 06:00:00,39.7,39.7,39.7,39.7
2022-01-01 07:00:00,40.59,40.59,40.59,40.59
2022-01-01 08:00:00,43.26,43.26,43.26,43.26
2022-01-01 09:00:00,49.66,49.66,49.66,49.66
2022-01-01 10:00:00,70.05,70.05,65.48,70.05
2022-01-01 11:00:00,76.79,76.79,76.53,76.79
2022-01-01 12:00:00,84.1,84.1,83.63,84.1
2022-01-01 13:00:00,94.74,94.74,94.74,94.74
2022-01-01 14:00:00,96.8,96.8,94.02,96.8
2022-01-01 15:00:00,97.17,97.17,97.17,97.17
2022-01-01 16:00:00,101.27,101.27,101.27,101.27
2022-01-01 17:00:00,126.6,126.6,126.6,126.6
2022-01-01 18:00:00,149.97,149.97,149.97,149.97
2022-01-01 19:00:00,146.33,146.33,146.33,146.33
2022-01-01 20:00:00,140.28,140.28,140.28,140.28
2022-01-01 21:00:00,121.88,121.88,121.88,121.88
2022-01-01 22:00:00,102.61,102.61,102.61,102.61
2022-01-01 23:00:00,97.46,97.46,97.46,97.46
2022-01-02 00:00:00,85.16,85.16,85.16,85.16
2022-01-02 01:00:00,57.08,57.08,57.08,57.08
2022-01-02 02:00:00,55.09,55.09,55.09,55.09
2022-01-02 03:00:00,52.82,52.82,52.82,52.82
2022-01-02 04:00:00,34.94,34.94,34.94,34.94
2022-01-02 05:00:00,29.56,29.56,29.56,29.56
2022-01-02 06:00:00,53.01,53.01,53.01,53.01
2022-01-02 07:00:00,34.52,34.52,34.52,34.52
2022-01-02 08:00:00,41.8,41.8,41.8,41.8
2022-01-02 09:00:00,48.95,48.95,48.95,48.95
2022-01-02 10:00:00,60.01,60.01,60.01,60.01
2022-01-02 11:00:00,70.09,70.09,70.09,70.09
2022-01-02 12:00:00,66.26,66.26,66.26,66.26
2022-01-02 13:00:00,64.54,64.54,64.54,64.54
2022-01-02 14:00:00,46.96,46.96,46.96,46.96
2022-01-02 15:00:00,65.19,65.19,65.19,65.19
2022-01-02 16:00:00,81.09,81.09,74.99,81.09
2022-01-02 17:00:00,88.46,88.46,88.15,88.46
2022-01-02 18:00:00,95.4,95.4,95.4,95.4
2022-01-02 19:00:00,86.71,86.71,86.71,86.71
2022-01-02 20:00:00,71.72,71.72,71.27,71.72
2022-01-02 21:00:00,56.73,56.73,54.12,56.73
2022-01-02 22:00:00,46.16,46.16,46.16,46.16
2022-01-02 23:00:00,46.29,46.29,46.29,46.29
2022-01-03 00:00:00,32.93,32.93,32.93,32.93
2022-01-03 01:00:00,20.89,20.89,20.89,20.89
2022-01-03 02:00:00,19.92,19.92,19.92,19.92
2022-01-03 03:00:00,19.87,19.87,19.87,19.87
2022-01-03 04:00:00,19.82,19.82,19.82,19.82
2022-01-03 05:00:00,20.26,20.26,20.26,20.26
2022-01-03 06:00:00,29.35,29.35,29.35,29.35
2022-01-03 07:00:00,80.0,80.0,80.0,80.0
2022-01-03 08:00:00,106.87,106.87,106.87,106.87
2022-01-03 09:00:00,131.47,131.47,122.93,131.47
2022-01-03 10:00:00,135.53,135.53,110.17,135.53
2022-01-03 11:00:00,107.46,107.46,101.99,107.46
2022-01-03 12:00:00,110.08,110.08,102.38,110.08
2022-01-03 13:00:00,119.78,119.78,106.06,119.78
2022-01-03 14:00:00,117.0,117.0,110.07,117.0
2022-01-03 15:00:00,111.57,111.57,101.97,111.57
2022-01-03 16:00:00,111.39,111.39,98.05,111.39
2022-01-03 17:00:00,124.51,124.51,120.55,124.51
2022-01-03 18:00:00,148.49,148.49,139.57,148.49
2022-01-03 19:00:00,138.0,138.0,134.69,138.0
2022-01-03 20:00:00,117.64,117.64,114.82,117.64
2022-01-03 21:00:00,117.71,117.71,92.91,117.71
2022-01-03 22:00:00,95.95,95.95,72.39,95.95
2022-01-03 23:00:00,105.68,105.68,49.3,105.68
2022-01-04 00:00:00,95.26,95.26,34.4,95.26
2022-01-04 01:00:00,103.7,103.7,39.99,103.7
2022-01-04 02:00:00,104.14,104.14,37.14,104.14
2022-01-04 03:00:00,102.59,102.59,36.66,102.59
2022-01-04 04:00:00,100.49,100.49,38.64,100.49
2022-01-04 05:00:00,102.71,102.71,41.02,102.71
2022-01-04 06:00:00,93.97,93.97,93.97,93.97
2022-01-04 07:00:00,130.08,130.08,122.39,130.08
2022-01-04 08:00:00,182.64,182.64,154.93,182.64
2022-01-04 09:00:00,174.61,174.61,167.88,174.61
2022-01-04 10:00:00,183.6,185.44,166.65,183.6
2022-01-04 11:00:00,183.65,185.32,167.29,183.65
2022-01-04 12:00:00,164.62,178.04,164.62,164.62
2022-01-04 13:00:00,178.08,178.08,159.98,178.08
2022-01-04 14:00:00,175.28,175.28,155.69,175.28
2022-01-04 15:00:00,174.7,174.7,155.16,174.7
2022-01-04 16:00:00,180.93,180.93,158.45,180.93
2022-01-04 17:00:00,166.69,166.69,161.35,166.69
2022-01-04 18:00:00,183.69,185.32,167.76,183.69
2022-01-04 19:00:00,180.5,180.5,164.46,180.5
2022-01-04 20:00:00,153.88,153.88,153.88,153.88
2022-01-04 21:00:00,146.81,146.81,146.81,146.81
2022-01-04 22:00:00,128.75,128.75,128.75,128.75
2022-01-04 23:00:00,112.96,112.96,112.96,112.96
2022-01-05 00:00:00,84.11,84.11,84.11,84.11
2022-01-05 01:00:00,105.31,105.31,93.87,105.31
2022-01-05 02:00:00,97.29,97.29,85.3,97.29
2022-01-05 03:00:00,84.5,84.5,84.5,84.5
2022-01-05 04:00:00,75.38,75.38,75.38,75.38
2022-01-05 05:00:00,79.11,79.11,79.11,79.11
2022-01-05 06:00:00,94.79,94.79,94.79,94.79
2022-01-05 07:00:00,121.92,121.92,121.92,121.92
2022-01-05 08:00:00,139.9,139.9,139.9,139.9
2022-01-05 09:00:00,147.74,147.74,147.74,147.74
2022-01-05 10:00:00,141.47,141.47,141.47,141.47
2022-01-05 11:00:00,135.97,135.97,135.97,135.97
2022-01-05 12:00:00,129.99,129.99,129.99,129.99
2022-01-05 13:00:00,150.31,150.31,150.31,150.31
2022-01-05 14:00:00,134.71,134.71,134.71,134.71
2022-01-05 15:00:00,149.92,149.92,149.92,149.92
2022-01-05 16:00:00,160.01,160.01,160.01,160.01
2022-01-05 17:00:00,137.28,137.28,137.28,137.28
2022-01-05 18:00:00,148.09,148.09,148.09,148.09
2022-01-05 19:00:00,139.88,139.88,139.88,139.88
2022-01-05 20:00:00,135.75,135.75,135.75,135.75
2022-01-05 21:00:00,119.93,119.93,119.93,119.93
2022-01-05 22:00:00,98.09,98.09,98.09,98.09
2022-01-05 23:00:00,118.71,118.71,118.71,118.71
2022-01-06 00:00:00,97.29,97.29,97.29,97.29
2022-01-06 01:00:00,98.46,98.46,93.29,98.46
2022-01-06 02:00:00,92.92,92.92,80.77,92.92
2022-01-06 03:00:00,90.99,90.99,78.08,90.99
2022-01-06 04:00:00,88.94,88.94,81.97,88.94
2022-01-06 05:00:00,89.31,89.31,89.31,89.31
2022-01-06 06:00:00,89.75,89.75,89.75,89.75
2022-01-06 07:00:00,97.06,97.06,97.06,97.06
2022-01-06 08:00:00,110.87,110.87,110.87,110.87
2022-01-06 09:00:00,136.88,136.88,136.88,136.88
2022-01-06 10:00:00,205.87,205.87,205.87,205.87
2022-01-06 11:00:00,209.25,209.25,209.25,209.25
2022-01-06 12:00:00,224.71,224.71,224.71,224.71
2022-01-06 13:00:00,218.99,218.99,218.99,218.99
2022-01-06 14:00:00,202.71,202.71,202.71,202.71
2022-01-06 15:00:00,209.36,209.36,209.36,209.36
2022-01-06 16:00:00,225.23,225.23,225.23,225.23
2022-01-06 17:00:00,245.95,245.95,245.95,245.95
2022-01-06 18:00:00,264.74,274.11,264.74,264.74
2022-01-06 19:00:00,270.07,272.89,270.07,270.07
2022-01-06 20:00:00,220.32,239.59,220.32,220.32
2022-01-06 21:00:00,217.91,217.91,217.91,217.91
2022-01-06 22:00:00,203.31,203.31,203.31,203.31
2022-01-06 23:00:00,171.31,171.31,171.31,171.31
2022-01-07 00:00:00,124.7,124.7,124.7,124.7
2022-01-07 01:00:00,128.92,128.92,128.92,128.92
2022-01-07 02:00:00,116.65,116.65,116.65,116.65
2022-01-07 03:00:00,100.54,100.54,100.54,100.54
2022-01-07 04:00:00,99.47,99.47,99.47,99.47
2022-01-07 05:00:00,101.74,101.74,101.74,101.74
2022-01-07 06:00:00,114.99,114.99,114.99,114.99
2022-01-07 07:00:00,140.19,140.19,140.19,140.19
2022-01-07 08:00:00,170.53,170.53,170.53,170.53
2022-01-07 09:00:00,175.66,175.66,175.66,175.66
2022-01-07 10:00:00,161.85,161.85,161.85,161.85
2022-01-07 11:00:00,161.37,161.37,161.37,161.37
2022-01-07 12:00:00,166.06,166.06,166.06,166.06
2022-01-07 13:00:00,166.54,166.54,166.54,166.54
2022-01-07 14:00:00,166.04,166.04,166.04,166.04
2022-01-07 15:00:00,169.43,169.43,169.43,169.43
2022-01-07 16:00:00,189.7,189.7,189.7,189.7
2022-01-07 17:00:00,201.97,201.97,201.97,201.97
2022-01-07 18:00:00,243.11,243.11,243.11,243.11
2022-01-07 19:00:00,247.72,247.72,247.72,247.72
2022-01-07 20:00:00,200.89,200.89,200.89,200.89
2022-01-07 21:00:00,224.33,224.33,224.33,224.33
2022-01-07 22:00:00,213.81,213.81,213.81,213.81
2022-01-07 23:00:00,185.94,185.94,185.94,185.94
2022-01-08 00:00:00,144.76,144.76,144.76,144.76
2022-01-08 01:00:00,160.71,160.71,160.71,160.71
2022-01-08 02:00:00,146.08,146.08,146.08,146.08
2022-01-08 03:00:00,144.64,144.64,144.64,144.64
2022-01-08 04:00:00,146.9,146.9,146.9,146.9
2022-01-08 05:00:00,150.07,150.07,150.07,150.07
2022-01-08 06:00:00,154.3,154.3,154.3,154.3
2022-01-08 07:00:00,166.0,166.0,166.0,166.0
2022-01-08 08:00:00,182.91,182.91,182.91,182.91
2022-01-08 09:00:00,182.03,182.03,182.03,182.03
2022-01-08 10:00:00,181.02,181.02,181.02,181.02
2022-01-08 11:00:00,170.04,170.04,170.04,170.04
2022-01-08 12:00:00,158.5,158.5,158.5,158.5
2022-01-08 13:00:00,158.79,158.79,158.79,158.79
2022-01-08 14:00:00,156.07,156.07,156.07,156.07
2022-01-08 15:00:00,156.18,156.18,156.18,156.18
2022-01-08 16:00:00,173.88,173.88,173.88,173.88
2022-01-08 17:00:00,182.94,182.94,182.94,182.94
2022-01-08 18:00:00,189.9,189.9,189.9,189.9
2022-01-08 19:00:00,182.94,182.94,182.94,182.94
2022-01-08 20:00:00,149.96,149.96,149.96,149.96
2022-01-08 21:00:00,145.06,145.06,145.06,145.06
2022-01-08 22:00:00,160.04,160.04,160.04,160.04
2022-01-08 23:00:00,126.06,126.06,126.06,126.06
2022-01-09 00:00:00,114.11,114.11,114.11,114.11
2022-01-09 01:00:00,85.03,85.03,85.03,85.03
2022-01-09 02:00:00,84.4,84.4,84.4,84.4
2022-01-09 03:00:00,82.74,82.74,82.74,82.74
2022-01-09 04:00:00,84.5,84.5,84.5,84.5
2022-01-09 05:00:00,110.19,110.19,110.19,110.19
2022-01-09 06:00:00,120.02,120.02,120.02,120.02
2022-01-09 07:00:00,120.0,120.0,120.0,120.0
2022-01-09 08:00:00,119.92,119.92,119.92,119.92
2022-01-09 09:00:00,97.26,97.26,97.26,97.26
2022-01-09 10:00:00,119.97,119.97,119.97,119.97
2022-01-09 11:00:00,134.96,134.96,134.96,134.96
2022-01-09 12:00:00,149.4,149.4,149.4,149.4
2022-01-09 13:00:00,165.13,165.13,165.13,165.13
2022-01-09 14:00:00,165.06,165.06,165.06,165.06
2022-01-09 15:00:00,170.09,170.09,170.09,170.09
2022-01-09 16:00:00,182.91,182.91,182.91,182.91
2022-01-09 17:00:00,190.96,190.96,190.96,190.96
2022-01-09 18:00:00,223.3,223.3,223.3,223.3
2022-01-09 19:00:00,243.19,243.19,243.19,243.19
2022-01-09 20:00:00,209.65,209.65,209.65,209.65
2022-01-09 21:00:00,155.07,155.07,155.07,155.07
2022-01-09 22:00:00,171.18,171.18,171.18,171.18
2022-01-09 23:00:00,170.03,170.03,170.03,170.03
2022-01-10 00:00:00,144.79,144.79,144.79,144.79
2022-01-10 01:00:00,144.28,144.28,144.28,144.28
2022-01-10 02:00:00,138.09,138.09,138.09,138.09
2022-01-10 03:00:00,133.81,133.81,133.81,133.81
2022-01-10 04:00:00,136.44,136.44,136.44,136.44
2022-01-10 05:00:00,142.99,142.99,142.99,142.99
2022-01-10 06:00:00,182.94,182.94,182.94,182.94
2022-01-10 07:00:00,248.5,248.5,248.5,248.5
2022-01-10 08:00:00,299.95,299.95,299.95,299.95
2022-01-10 09:00:00,313.92,313.92,313.92,313.92
2022-01-10 10:00:00,315.0,315.0,315.0,315.0
2022-01-10 11:00:00,310.41,310.41,310.41,310.41
2022-01-10 12:00:00,310.08,310.08,310.08,310.08
2022-01-10 13:00:00,300.0,300.0,300.0,300.0
2022-01-10 14:00:00,297.01,297.01,297.01,297.01
2022-01-10 15:00:00,299.96,299.96,299.96,299.96
2022-01-10 16:00:00,306.45,306.45,306.45,306.45
2022-01-10 17:00:00,302.73,302.73,302.73,302.73
2022-01-10 18:00:00,315.47,315.47,315.47,315.47
2022-01-10 19:00:00,310.82,310.82,310.82,310.82
2022-01-10 20:00:00,294.98,294.98,294.98,294.98
2022-01-10 21:00:00,261.03,261.03,261.03,261.03
2022-01-10 22:00:00,242.23,242.23,242.23,242.23
2022-01-10 23:00:00,211.83,211.83,211.83,211.83
2022-01-11 00:00:00,150.09,150.09,150.09,150.09
2022-01-11 01:00:00,206.11,206.11,147.5,147.5
2022-01-11 02:00:00,198.87,198.87,143.76,143.76
2022-01-11 03:00:00,197.24,197.24,140.21,140.21
2022-01-11 04:00:00,193.0,193.0,139.97,139.97
2022-01-11 05:00:00,194.9,194.9,141.56,141.56
2022-01-11 06:00:00,200.01,200.01,147.1,200.01
2022-01-11 07:00:00,221.44,231.44,151.89,221.44
2022-01-11 08:00:00,221.47,291.51,201.93,221.47
2022-01-11 09:00:00,221.47,300.02,213.06,221.47
2022-01-11 10:00:00,221.47,297.16,196.21,221.47
2022-01-11 11:00:00,221.44,275.67,198.24,221.44
2022-01-11 12:00:00,216.98,264.4,191.02,216.98
2022-01-11 13:00:00,221.43,252.59,158.36,221.43
2022-01-11 14:00:00,221.43,248.38,157.6,221.43
2022-01-11 15:00:00,221.33,255.01,157.67,221.33
2022-01-11 16:00:00,221.41,277.9,158.56,221.41
2022-01-11 17:00:00,221.43,282.98,161.11,221.43
2022-01-11 18:00:00,221.48,308.81,173.63,221.48
2022-01-11 19:00:00,221.45,308.32,168.02,221.45
2022-01-11 20:00:00,221.41,309.2,157.99,221.41
2022-01-11 21:00:00,216.99,216.99,153.78,216.99
2022-01-11 22:00:00,216.98,216.98,153.63,153.63
2022-01-11 23:00:00,200.07,200.07,150.56,150.56
2022-01-12 00:00:00,149.7,149.7,143.07,143.07
2022-01-12 01:00:00,147.62,147.62,24.62,147.62
2022-01-12 02:00:00,183.98,183.98,24.26,183.98
2022-01-12 03:00:00,183.06,183.06,24.99,183.06
2022-01-12 04:00:00,164.2,164.2,23.47,140.07
2022-01-12 05:00:00,178.33,178.33,30.71,178.33
2022-01-12 06:00:00,193.5,193.5,99.97,193.5
2022-01-12 07:00:00,208.1,213.87,119.59,208.1
2022-01-12 08:00:00,212.25,266.63,146.56,212.25
2022-01-12 09:00:00,212.27,292.9,148.6,212.27
2022-01-12 10:00:00,212.26,285.71,119.91,212.26
2022-01-12 11:00:00,212.23,268.88,119.91,212.23
2022-01-12 12:00:00,211.99,252.44,119.93,211.99
2022-01-12 13:00:00,212.21,212.21,119.96,212.21
2022-01-12 14:00:00,208.09,208.09,109.92,208.09
2022-01-12 15:00:00,208.09,208.09,103.11,208.09
2022-01-12 16:00:00,212.24,240.01,103.18,212.24
2022-01-12 17:00:00,212.24,255.0,111.59,212.24
2022-01-12 18:00:00,212.25,255.01,104.66,212.25
2022-01-12 19:00:00,208.08,208.08,110.0,110.46
2022-01-12 20:00:00,208.02,208.02,82.31,87.04
2022-01-12 21:00:00,199.42,199.42,21.01,199.42
2022-01-12 22:00:00,191.5,191.5,20.14,191.5
2022-01-12 23:00:00,129.93,129.93,18.12,129.93
2022-01-13 00:00:00,87.07,87.07,13.62,87.07
2022-01-13 01:00:00,119.13,119.13,13.09,117.96
2022-01-13 02:00:00,101.04,101.04,11.4,101.04
2022-01-13 03:00:00,94.3,94.3,10.57,94.3
2022-01-13 04:00:00,93.64,93.64,10.47,93.64
2022-01-13 05:00:00,92.58,92.58,10.86,92.58
2022-01-13 06:00:00,101.05,101.05,13.23,101.05
2022-01-13 07:00:00,192.03,192.03,20.62,192.03
2022-01-13 08:00:00,215.24,215.24,21.01,215.24
2022-01-13 09:00:00,196.88,196.88,25.63,196.88
2022-01-13 10:00:00,196.88,196.88,25.62,196.88
2022-01-13 11:00:00,180.08,180.08,25.61,180.08
2022-01-13 12:00:00,170.16,170.16,24.22,170.16
2022-01-13 13:00:00,152.53,152.53,21.41,152.53
2022-01-13 14:00:00,134.13,134.13,18.22,134.13
2022-01-13 15:00:00,171.01,171.01,17.68,171.01
2022-01-13 16:00:00,196.82,196.82,18.82,196.82
2022-01-13 17:00:00,196.85,196.85,19.66,196.85
2022-01-13 18:00:00,175.09,175.09,36.3,175.09
2022-01-13 19:00:00,196.82,196.82,23.66,196.82
2022-01-13 20:00:00,196.84,196.84,19.82,196.84
2022-01-13 21:00:00,175.01,175.01,18.06,175.01
2022-01-13 22:00:00,132.16,132.16,17.94,132.16
2022-01-13 23:00:00,110.4,110.4,14.92,110.4
2022-01-14 00:00:00,97.08,97.08,11.49,97.08
2022-01-14 01:00:00,89.6,89.6,14.93,89.6
2022-01-14 02:00:00,12.56,12.56,12.56,12.56
2022-01-14 03:00:00,30.26,30.26,11.4,30.26
2022-01-14 04:00:00,11.42,11.42,11.42,11.42
2022-01-14 05:00:00,13.18,13.18,13.18,13.18
2022-01-14 06:00:00,88.22,88.22,49.9,88.22
2022-01-14 07:00:00,88.43,88.43,66.87,88.43
2022-01-14 08:00:00,106.89,106.89,90.22,106.89
2022-01-14 09:00:00,155.01,155.01,71.64,155.01
2022-01-14 10:00:00,189.31,189.31,68.73,189.31
2022-01-14 11:00:00,162.92,162.92,75.21,162.92
2022-01-14 12:00:00,112.12,112.12,76.85,112.12
2022-01-14 13:00:00,114.34,114.34,68.38,114.34
2022-01-14 14:00:00,89.66,89.66,52.07,89.66
2022-01-14 15:00:00,106.9,106.9,52.09,106.9
2022-01-14 16:00:00,179.66,179.66,70.0,179.66
2022-01-14 17:00:00,133.69,133.69,133.69,133.69
2022-01-14 18:00:00,141.68,141.68,141.68,141.68
2022-01-14 19:00:00,140.8,140.8,140.8,140.8
2022-01-14 20:00:00,121.58,121.58,70.02,121.58
2022-01-14 21:00:00,121.57,121.57,45.45,121.57
2022-01-14 22:00:00,44.21,44.21,44.21,44.21
2022-01-14 23:00:00,60.08,60.08,49.94,60.08
2022-01-15 00:00:00,80.0,80.0,20.47,80.0
2022-01-15 01:00:00,17.27,17.27,17.27,17.27
2022-01-15 02:00:00,93.0,93.0,16.79,93.0
2022-01-15 03:00:00,93.99,93.99,16.74,93.99
2022-01-15 04:00:00,92.98,92.98,17.35,92.98
2022-01-15 05:00:00,90.14,90.14,18.6,90.14
2022-01-15 06:00:00,50.07,50.07,24.33,50.07
2022-01-15 07:00:00,80.1,80.1,39.23,80.1
2022-01-15 08:00:00,134.02,134.02,54.88,134.02
2022-01-15 09:00:00,150.03,150.03,63.19,150.03
2022-01-15 10:00:00,200.07,200.07,69.31,200.07
2022-01-15 11:00:00,203.52,203.52,69.53,203.52
2022-01-15 12:00:00,202.3,202.3,74.34,202.3
2022-01-15 13:00:00,157.91,157.91,80.6,157.91
2022-01-15 14:00:00,153.04,153.04,95.0,153.04
2022-01-15 15:00:00,150.5,150.5,149.94,150.5
2022-01-15 16:00:00,179.91,179.91,179.91,179.91
2022-01-15 17:00:00,220.89,220.89,220.89,220.89
2022-01-15 18:00:00,253.76,253.76,253.76,253.76
2022-01-15 19:00:00,209.84,209.84,209.84,209.84
2022-01-15 20:00:00,153.67,153.67,153.67,153.67
2022-01-15 21:00:00,144.95,144.95,144.95,144.95
2022-01-15 22:00:00,157.35,157.35,135.01,157.35
2022-01-15 23:00:00,176.42,176.42,110.48,176.42
2022-01-16 00:00:00,118.92,118.92,34.97,118.92
2022-01-16 01:00:00,110.06,110.06,18.05,110.06
2022-01-16 02:00:00,90.25,90.25,16.97,90.25
2022-01-16 03:00:00,87.84,87.84,16.54,87.84
2022-01-16 04:00:00,88.5,88.5,16.0,88.5
2022-01-16 05:00:00,89.39,89.39,16.94,89.39
2022-01-16 06:00:00,90.2,90.2,17.99,90.2
2022-01-16 07:00:00,89.58,89.58,17.97,89.58
2022-01-16 08:00:00,88.27,88.27,18.58,88.27
2022-01-16 09:00:00,111.44,111.44,16.85,111.44
2022-01-16 10:00:00,129.46,129.46,17.46,129.46
2022-01-16 11:00:00,125.99,125.99,17.53,125.99
2022-01-16 12:00:00,131.83,131.83,16.47,131.83
2022-01-16 13:00:00,140.03,140.03,16.29,140.03
2022-01-16 14:00:00,110.28,110.28,17.39,110.28
2022-01-16 15:00:00,99.54,99.54,17.27,99.54
2022-01-16 16:00:00,112.19,112.19,17.51,112.19
2022-01-16 17:00:00,115.0,115.0,23.97,115.0
2022-01-16 18:00:00,125.42,125.42,30.84,125.42
2022-01-16 19:00:00,112.4,112.4,23.96,112.4
2022-01-16 20:00:00,97.49,97.49,19.39,97.49
2022-01-16 21:00:00,90.14,90.14,17.96,90.14
2022-01-16 22:00:00,97.09,97.09,18.34,97.09
2022-01-16 23:00:00,93.85,93.85,17.2,93.85
2022-01-17 00:00:00,87.2,87.2,13.2,87.2
2022-01-17 01:00:00,48.95,48.95,48.95,48.95
2022-01-17 02:00:00,34.0,34.0,34.0,34.0
2022-01-17 03:00:00,15.94,15.94,15.94,15.94
2022-01-17 04:00:00,10.09,10.09,10.09,10.09
2022-01-17 05:00:00,37.95,37.95,17.94,37.95
2022-01-17 06:00:00,74.61,74.61,57.5,74.61
2022-01-17 07:00:00,99.29,99.29,59.85,99.29
2022-01-17 08:00:00,99.08,99.08,67.58,99.08
2022-01-17 09:00:00,145.02,145.02,70.48,145.02
2022-01-17 10:00:00,111.25,111.25,72.15,111.25
2022-01-17 11:00:00,110.94,110.94,76.83,110.94
2022-01-17 12:00:00,111.25,111.25,76.47,111.25
2022-01-17 13:00:00,107.94,107.94,71.54,107.94
2022-01-17 14:00:00,145.0,145.0,88.87,145.0
2022-01-17 15:00:00,127.38,127.38,101.17,127.38
2022-01-17 16:00:00,145.08,145.08,131.59,145.08
2022-01-17 17:00:00,145.09,145.09,144.87,145.09
2022-01-17 18:00:00,150.62,150.62,150.62,150.62
2022-01-17 19:00:00,149.96,149.96,149.96,149.96
2022-01-17 20:00:00,144.76,144.76,123.2,144.76
2022-01-17 21:00:00,143.57,143.57,60.72,143.57
2022-01-17 22:00:00,138.39,138.39,135.08,138.39
2022-01-17 23:00:00,136.03,136.03,85.09,136.03
2022-01-18 00:00:00,80.07,80.07,72.73,80.07
2022-01-18 01:00:00,90.14,90.14,79.82,90.14
2022-01-18 02:00:00,91.55,91.55,75.9,85.15
2022-01-18 03:00:00,91.37,91.37,78.9,78.9
2022-01-18 04:00:00,92.96,92.96,92.96,92.96
2022-01-18 05:00:00,100.37,100.37,100.37,100.37
2022-01-18 06:00:00,145.35,145.35,145.35,145.35
2022-01-18 07:00:00,200.09,200.09,179.99,179.99
2022-01-18 08:00:00,267.14,267.14,267.14,267.14
2022-01-18 09:00:00,287.33,287.33,287.33,287.33
2022-01-18 10:00:00,248.06,248.06,248.06,248.06
2022-01-18 11:00:00,200.09,200.09,200.09,200.09
2022-01-18 12:00:00,200.04,200.04,168.37,200.04
2022-01-18 13:00:00,166.18,166.18,152.9,166.18
2022-01-18 14:00:00,154.6,154.6,151.18,154.6
2022-01-18 15:00:00,213.44,213.44,149.54,213.44
2022-01-18 16:00:00,213.42,213.42,148.94,213.42
2022-01-18 17:00:00,213.48,213.48,150.26,213.48
2022-01-18 18:00:00,213.42,213.42,151.09,213.42
2022-01-18 19:00:00,213.43,213.43,147.91,213.43
2022-01-18 20:00:00,160.06,160.06,143.77,143.77
2022-01-18 21:00:00,200.07,200.07,127.43,127.43
2022-01-18 22:00:00,213.45,213.45,104.96,213.45
2022-01-18 23:00:00,140.09,140.09,96.13,140.09
2022-01-19 00:00:00,75.07,75.07,35.27,75.07
2022-01-19 01:00:00,121.12,121.12,15.27,121.12
2022-01-19 02:00:00,99.93,99.93,15.94,99.93
2022-01-19 03:00:00,92.05,92.05,14.85,92.05
2022-01-19 04:00:00,94.97,94.97,14.7,94.97
2022-01-19 05:00:00,98.99,98.99,21.67,98.99
2022-01-19 06:00:00,122.82,122.82,70.76,122.82
2022-01-19 07:00:00,193.64,193.64,70.35,193.64
2022-01-19 08:00:00,193.65,193.65,95.55,193.65
2022-01-19 09:00:00,193.7,193.7,89.56,193.7
2022-01-19 10:00:00,193.64,193.64,69.28,193.64
2022-01-19 11:00:00,193.62,193.62,70.04,193.62
2022-01-19 12:00:00,193.62,193.62,74.25,193.62
2022-01-19 13:00:00,170.14,170.14,71.6,170.14
2022-01-19 14:00:00,180.03,180.03,71.54,180.03
2022-01-19 15:00:00,181.38,181.38,78.2,181.38
2022-01-19 16:00:00,193.61,193.61,86.46,193.61
2022-01-19 17:00:00,193.66,193.66,92.06,193.66
2022-01-19 18:00:00,193.63,193.63,93.45,193.63
2022-01-19 19:00:00,130.02,130.02,130.02,130.02
2022-01-19 20:00:00,193.62,193.62,61.03,193.62
2022-01-19 21:00:00,174.07,174.07,19.97,174.07
2022-01-19 22:00:00,108.2,108.2,64.08,108.2
2022-01-19 23:00:00,60.09,60.09,60.09,60.09
2022-01-20 00:00:00,60.1,60.1,51.93,60.1
2022-01-20 01:00:00,90.05,90.05,13.92,90.05
2022-01-20 02:00:00,9.28,9.28,9.28,9.28
2022-01-20 03:00:00,8.89,8.89,8.89,8.89
2022-01-20 04:00:00,8.92,8.92,8.92,8.92
2022-01-20 05:00:00,77.38,77.38,14.1,77.38
2022-01-20 06:00:00,101.23,101.23,95.13,101.23
2022-01-20 07:00:00,104.31,104.31,104.31,104.31
2022-01-20 08:00:00,116.76,116.76,104.62,116.76
2022-01-20 09:00:00,121.54,121.54,91.78,121.54
2022-01-20 10:00:00,130.27,130.27,85.97,130.27
2022-01-20 11:00:00,129.17,129.17,94.16,129.17
2022-01-20 12:00:00,121.36,121.36,95.82,121.36
2022-01-20 13:00:00,133.56,133.56,107.37,133.56
2022-01-20 14:00:00,134.85,134.85,100.04,134.85
2022-01-20 15:00:00,121.58,121.58,93.17,121.58
2022-01-20 16:00:00,113.79,113.79,93.65,113.79
2022-01-20 17:00:00,113.3,113.3,113.3,113.3
2022-01-20 18:00:00,134.82,134.82,134.82,134.82
2022-01-20 19:00:00,132.26,132.26,132.26,132.26
2022-01-20 20:00:00,113.28,113.28,113.28,113.28
2022-01-20 21:00:00,99.37,99.37,99.37,99.37
2022-01-20 22:00:00,92.41,92.41,92.41,92.41
2022-01-20 23:00:00,87.77,87.77,74.9,87.77
2022-01-21 00:00:00,75.03,75.03,45.62,75.03
